shiftSinceLineset,motionSinceLineset,snap_motion_gap,init_rel_y_dis,end_rel_y_dis,overall_y_change,init_rel_x_dis,end_rel_x_dis,overall_x_change,motion_s_avg,frames_in_motion,swapped_side,y_dis_travel_pos,y_dis_travel_neg,swapped_y_dir,x_dis_travel_pos,x_dis_travel_neg,inMotionAtBallSnap,init_tackle_dis,end_tackle_dis
0,1,6,1468,603,865,-180,-132,-48,236.83333333333334,36,0,4,869,0,52,77,0,1175,317
0,1,0,443,87,356,-252,-280,28,273.6923076923077,13,0,6,354,0,6,34,1,-735,-381
0,1,0,865,413,452,-218,-300,82,335.42857142857144,14,0,17,453,0,4,82,1,534,87
0,1,0,83,489,-406,-260,-99,-161,253.88235294117646,17,0,422,24,0,56,15,0,-210,186
0,1,0,1247,724,523,-225,-183,-42,249.5,22,0,12,541,0,32,51,1,958,420
0,1,0,716,-528,1244,-239,-339,100,486.03846153846155,26,1,16,1254,0,3,95,1,-1034,211
0,1,26,224,-1868,2092,-453,-108,-345,409.1509433962264,53,1,12,2107,0,300,12,0,-538,1564
0,1,0,726,-494,1220,-171,-188,17,286.6046511627907,43,1,4,1227,0,115,128,1,451,200
0,1,0,786,794,-8,-152,-134,-18,106.0,2,0,7,11,1,19,3,1,-1145,-1136
0,1,0,229,285,-56,-488,-486,-2,47.0,5,0,46,4,0,6,4,1,-588,-627
0,1,0,649,624,25,-91,114,-205,91.33333333333333,3,0,2,14,0,25,3,1,-976,-961
0,1,0,667,-697,1364,-147,-182,35,335.7560975609756,41,1,4,1374,0,58,106,1,322,-1040
0,1,0,472,-359,831,-196,-105,-91,278.8125,32,1,28,866,0,45,21,1,125,-711
1,1,0,534,-590,1124,-203,32,-235,254.51063829787233,47,1,87,1185,0,143,113,0,-835,279
1,1,53,383,-448,831,-121,58,-179,291.8,30,1,47,839,0,139,155,0,-684,137
0,1,0,550,726,-176,-295,-57,-238,368.48936170212767,94,0,1809,1608,1,314,260,1,-851,-1037
0,1,0,1005,-367,1372,-179,-253,74,387.25,36,1,14,1381,0,5,116,1,-1360,12
0,1,7,963,-432,1395,-167,-204,37,340.3170731707317,41,1,6,1395,0,83,125,0,-1267,128
0,1,0,1400,809,591,-173,-73,-100,210.78571428571428,28,0,0,589,0,39,24,1,1121,530
0,1,0,1722,1276,446,-142,-38,-104,166.03703703703704,27,0,3,454,0,37,41,0,1450,991
0,1,0,425,335,90,-114,-89,-25,50.541666666666664,24,0,14,115,0,44,24,0,677,587
0,1,11,1128,265,863,-224,-377,153,272.0,32,0,8,872,0,6,160,0,833,-28
0,1,0,1064,763,301,-147,-254,107,268.4166666666667,12,0,2,315,0,11,115,1,742,439
0,1,0,681,-524,1205,-235,-138,-97,232.58823529411765,51,1,13,1185,0,148,79,1,402,173
0,1,0,512,1696,-1184,-146,-192,46,289.9767441860465,43,0,1244,22,0,74,115,0,274,1487
0,1,0,574,335,239,-184,-278,94,124.42857142857143,21,0,7,241,0,12,108,1,253,12
0,1,2,601,-424,1025,-369,-162,-207,314.6666666666667,33,1,2,1043,0,78,5,0,316,82
0,1,42,526,637,-111,-122,35,-157,83.4,20,0,171,38,1,22,21,0,193,316
0,1,10,231,243,-12,-498,-368,-130,120.45283018867924,53,0,191,201,1,268,285,0,-75,-75
0,1,0,1939,1965,-26,-97,66,-163,20.333333333333332,12,0,82,80,1,18,18,1,1633,1647
0,1,0,776,-591,1367,-205,-128,-77,308.6666666666667,45,1,9,1391,0,27,139,1,498,262
1,1,0,543,473,70,-220,-193,-27,68.86842105263158,38,0,129,188,1,58,55,0,236,157
1,1,13,13,16,-3,-755,-622,-133,84.5,40,0,26,36,1,232,111,0,-320,-322
0,1,0,1006,366,640,-215,-304,89,289.875,24,0,26,665,0,26,131,1,659,28
0,1,0,805,282,523,-246,-184,-62,315.5,18,0,15,540,0,8,99,1,502,-21
0,1,0,760,-522,1282,-213,-86,-127,260.40816326530614,49,1,24,1287,0,175,81,0,439,170
0,1,22,350,200,150,-481,-488,7,93.55555555555556,27,0,16,188,0,54,102,0,28,-129
0,1,5,739,202,537,-193,-464,271,188.17142857142858,35,0,27,562,0,28,313,0,464,-79
0,1,0,1818,1075,743,-168,-119,-49,237.26666666666668,30,0,2,716,0,9,61,1,1469,751
0,1,14,176,-480,656,-267,-226,-41,286.2083333333333,24,1,8,663,0,52,12,0,-175,149
1,1,0,382,-438,820,-301,-60,-241,221.3684210526316,38,1,26,810,0,102,12,0,54,119
1,1,31,230,-206,436,-584,-376,-208,164.8,25,1,25,416,0,52,5,0,-98,-113
0,1,70,565,-1281,1846,-235,-59,-176,366.8627450980392,51,1,4,1865,0,86,45,0,225,940
0,1,0,375,-418,793,-215,22,-237,230.14285714285714,35,1,3,784,0,110,55,0,75,111
0,1,0,463,-486,949,-95,-217,122,237.0222222222222,45,1,20,957,0,43,166,0,173,85
0,1,48,258,-1550,1808,-546,-205,-341,388.3469387755102,49,1,14,1801,0,341,10,0,-38,1197
0,1,0,566,-390,956,-28,-193,165,258.81081081081084,37,1,11,964,0,56,88,1,250,72
0,1,0,573,1773,-1200,-203,-196,-7,312.8421052631579,38,0,1199,15,0,32,39,1,247,1447
0,1,8,1046,-913,1959,282,-37,319,310.7142857142857,63,1,0,1945,0,99,118,0,769,547
0,1,0,864,566,298,-154,-144,-10,79.22222222222223,36,0,17,293,0,31,42,0,549,263
0,1,0,1182,227,955,-274,-292,18,315.4848484848485,33,0,31,1011,0,12,190,0,844,-130
0,1,0,975,567,408,-211,-299,88,258.8235294117647,17,0,13,408,0,33,123,1,658,248
0,1,0,2257,1358,899,-197,-100,-97,214.77551020408163,49,0,73,987,0,117,147,1,1952,1048
0,1,0,645,-491,1136,-93,-131,38,285.9,40,1,7,1132,0,143,101,1,329,172
0,1,10,1584,627,957,-228,-130,-98,265.4594594594595,37,0,6,989,0,36,16,0,1252,270
0,1,0,580,1815,-1235,-166,-195,29,302.390243902439,41,0,1243,4,0,21,57,1,263,1509
0,1,0,1653,1154,499,-282,-199,-83,278.05263157894734,19,0,6,518,0,75,8,1,1341,838
0,1,40,206,-224,430,-552,-401,-151,156.67741935483872,31,1,9,490,0,78,38,0,-89,-56
0,1,7,545,-279,824,-185,-426,241,267.3125,32,1,20,840,0,4,245,0,253,-30
0,1,0,523,560,-37,-206,-162,-44,124.69444444444444,36,0,205,215,1,56,94,1,217,220
0,1,9,1135,491,644,-228,-180,-48,196.0,33,0,5,675,0,56,10,0,812,148
0,1,36,1805,1963,-158,-127,-12,-115,79.52631578947368,19,0,160,7,0,29,23,0,1479,1642
0,1,0,1316,474,842,-225,-306,81,462.22222222222223,18,0,18,807,0,4,158,1,946,147
1,1,26,1396,579,817,-111,-141,30,210.6,40,0,10,819,0,58,148,0,1067,250
0,1,0,182,-661,843,-365,-248,-117,321.2142857142857,56,1,450,1289,1,202,80,1,-190,351
0,1,5,670,-625,1295,-260,-142,-118,359.42105263157896,38,1,13,1304,0,157,36,0,375,254
0,1,0,1062,300,762,-204,-242,38,300.5769230769231,26,0,14,775,0,6,116,1,785,18
0,1,7,1174,436,738,-239,-153,-86,309.96,25,0,4,745,0,83,3,0,868,129
0,1,0,1567,972,595,-221,-223,2,225.64,25,0,0,592,0,17,26,1,1264,667
0,1,0,752,230,522,-236,-281,45,443.5,12,0,10,539,0,4,45,1,461,-63
0,1,0,536,532,4,-254,-244,-10,274.85714285714283,49,0,681,672,1,27,41,1,191,197
0,1,0,755,-188,943,-205,-147,-58,448.7142857142857,21,1,9,938,0,23,101,1,465,-123
0,1,9,256,-267,523,-502,-498,-4,122.18604651162791,43,1,12,530,0,38,87,0,-89,-58
0,1,25,896,-1275,2171,-211,-137,-74,399.4909090909091,55,1,20,2173,0,169,98,0,577,960
0,1,27,249,-864,1113,-495,-159,-336,226.71153846153845,52,1,10,1142,0,286,21,0,-49,542
0,1,0,546,-410,956,-193,-230,37,285.70588235294116,34,1,7,962,0,76,113,1,250,124
0,1,0,456,-477,933,-113,-221,108,212.8235294117647,51,1,48,975,0,28,155,0,168,108
0,1,0,798,340,458,-173,-325,152,346.7857142857143,14,0,17,463,0,6,161,1,514,57
0,1,0,448,-429,877,-166,-133,-33,199.96,50,1,37,920,0,63,118,0,148,88
0,1,0,1607,890,717,-140,-103,-37,278.4,25,0,14,679,0,30,112,1,1293,623
0,1,23,1260,1127,133,-196,-110,-86,91.875,16,0,31,171,1,22,29,0,957,823
0,1,6,222,-217,439,-580,-440,-140,129.11764705882354,34,1,2,449,0,75,25,0,-81,-121
0,1,0,266,340,-74,-256,-232,-24,304.3220338983051,59,0,926,845,1,154,132,1,-39,39
0,1,38,524,-1328,1852,-257,-73,-184,411.29787234042556,47,1,15,1874,0,290,108,0,208,1027
0,1,0,617,-421,1038,-285,-251,-34,305.47058823529414,34,1,5,1034,0,113,86,1,320,139
0,1,0,509,-436,945,-182,-204,22,288.3529411764706,34,1,0,949,0,84,102,1,207,121
0,1,0,745,81,664,-201,-310,109,398.52941176470586,17,0,6,667,0,4,112,1,456,-209
0,1,0,570,-357,927,-229,-185,-44,286.0,33,1,14,935,0,72,39,0,290,67
0,1,0,500,-550,1050,-182,-83,-99,257.8837209302326,43,1,9,1145,0,116,72,0,168,307
0,1,2,477,-648,1125,-197,-138,-59,246.6304347826087,46,1,9,1138,0,109,57,0,142,315
0,1,1,416,287,129,-220,-251,31,221.1315789473684,38,0,357,505,1,30,83,1,136,-26
0,1,30,151,-264,415,-536,-487,-49,206.7,20,1,12,411,0,41,20,0,-171,-82
0,1,0,1995,1991,4,-40,349,-389,118.66666666666667,3,0,19,6,1,35,13,1,1676,1686
0,1,0,1325,1857,-532,-221,257,-478,240.28,25,0,525,12,0,118,7,1,982,1500
0,1,48,735,-795,1530,-178,-172,-6,312.57142857142856,49,1,4,1552,0,83,86,0,400,497
0,1,0,490,468,22,-183,-197,14,211.94117647058823,34,0,348,366,1,68,83,1,177,160
0,1,0,829,-504,1333,-219,-285,66,391.1764705882353,34,1,2,1334,0,21,91,1,488,220
0,1,0,316,353,-37,-510,-114,-396,81.0,3,0,33,4,0,19,6,1,13,35
0,1,0,2018,2006,12,-77,330,-407,69.0,4,0,13,18,1,21,0,1,1676,1679
0,1,0,433,416,17,-106,314,-420,131.25,4,0,2,22,0,42,5,1,130,98
0,1,31,157,231,-74,-407,-376,-31,60.42857142857143,14,0,86,17,1,30,7,0,-169,-94
0,1,6,1038,269,769,-448,-436,-12,247.375,32,0,11,779,0,43,35,0,707,-60
0,1,1,21,191,-170,-698,-492,-206,105.48,25,0,190,8,0,247,62,0,-303,-136
0,1,0,562,-484,1046,-150,-145,-5,297.2647058823529,34,1,6,1045,0,47,53,1,237,160
0,1,0,1410,657,753,-175,-191,16,261.0689655172414,29,0,10,757,0,9,52,1,1111,357
0,1,8,484,495,-11,-246,-262,16,228.8695652173913,46,0,523,529,1,26,75,0,158,156
0,1,2,753,707,46,-178,-171,-7,46.34615384615385,26,0,69,111,1,6,10,0,443,398
0,1,7,706,-649,1355,-253,-235,-18,315.74418604651163,43,1,2,1353,0,66,54,0,396,328
0,1,0,571,142,429,-228,-300,72,177.5185185185185,27,0,38,470,0,8,107,1,279,-149
0,1,17,8,-562,570,-503,-145,-358,263.32,25,1,10,583,0,334,1,0,-262,307
0,1,6,1151,502,649,-185,-157,-28,199.0625,32,0,14,643,0,14,32,0,815,183
0,1,0,539,-252,791,-197,-258,61,379.0,21,1,5,793,0,4,65,1,211,-70
0,1,38,902,-1076,1978,-179,-84,-95,337.1333333333333,60,1,28,1998,0,204,122,0,574,771
0,1,0,1637,1008,629,-169,-35,-134,251.36,25,0,2,631,0,19,54,1,1306,680
0,1,0,761,-258,1019,-242,-185,-57,505.0,20,1,2,998,0,39,44,1,411,-70
0,1,32,356,2271,-1915,-282,-163,-119,434.3333333333333,45,0,1923,2,0,138,36,0,32,1949
0,1,16,772,-920,1692,-240,-139,-101,314.962962962963,54,1,2,1694,0,208,106,0,470,588
0,1,38,1988,472,1516,-203,-177,-26,270.140350877193,57,0,22,1527,0,77,57,0,1673,151
0,1,0,948,726,222,-161,-147,-14,201.45454545454547,11,0,14,232,0,8,5,1,636,420
0,1,48,1052,2255,-1203,-338,-155,-183,405.741935483871,31,0,1216,2,0,171,3,0,753,1960
0,1,36,870,-1075,1945,-197,-215,18,305.0615384615385,65,1,6,1971,0,142,165,0,590,749
0,1,17,301,257,44,-513,-500,-13,94.33333333333333,48,0,172,222,1,174,196,0,-23,-61
0,1,0,761,-174,935,-260,-322,62,463.6190476190476,21,1,2,938,0,5,70,1,451,-161
0,1,62,580,1233,-653,-310,-146,-164,279.5,24,0,634,2,0,156,10,0,311,933
0,1,23,652,-1189,1841,-261,-169,-92,350.8490566037736,53,1,5,1848,0,119,31,0,333,879
0,1,0,1087,-1204,2291,-242,-251,9,426.037037037037,54,1,10,2298,0,83,101,1,778,869
0,1,2,631,-708,1339,-207,-233,26,338.71794871794873,39,1,10,1327,0,6,47,0,450,274
0,1,44,554,-1142,1696,-275,-142,-133,357.2708333333333,48,1,6,1687,0,149,27,0,239,833
0,1,0,292,335,-43,-103,-70,-33,39.67857142857143,28,0,133,87,1,69,45,1,608,652
0,1,0,374,-270,644,-233,-88,-145,348.59090909090907,22,1,2,775,0,4,48,1,166,-64
0,1,12,553,-771,1324,-217,-128,-89,284.3673469387755,49,1,34,1366,0,133,51,0,260,471
1,1,28,2015,-1495,3510,-119,-136,17,486.8611111111111,72,1,12,3515,0,115,139,0,1706,1171
0,1,0,695,697,-2,-52,295,-347,101.33333333333333,3,0,12,4,1,24,5,1,371,389
0,1,0,1464,1485,-21,-40,320,-360,125.5,2,0,14,4,1,31,5,1,1146,1151
0,1,32,552,2294,-1742,-321,144,-465,389.10869565217394,46,0,1759,11,0,128,2,0,228,1986
0,1,0,770,665,105,-219,-247,28,207.4,35,0,311,413,1,41,74,1,442,340
0,1,0,882,-45,927,-247,-383,136,465.6666666666667,21,1,20,960,0,2,156,1,653,-273
0,1,0,675,-386,1061,-256,-204,-52,277.425,40,1,21,1096,0,81,42,1,446,68
0,1,0,274,207,67,-509,-397,-112,174.25,4,0,6,67,0,35,11,1,-46,-101
0,1,0,858,805,53,-93,57,-150,133.5,6,0,6,49,0,72,6,1,538,497
0,1,0,1968,1983,-15,-82,87,-169,150.66666666666666,6,0,14,2,0,91,8,1,1588,1591
0,1,0,945,1073,-128,-191,-129,-62,96.91666666666667,12,0,120,2,0,16,36,1,565,681
1,1,0,952,1504,-552,-62,-25,-37,192.60714285714286,28,0,554,8,0,27,40,0,642,1200
1,1,0,1503,247,1256,-153,-442,289,265.531914893617,47,0,6,1261,0,4,347,0,1193,-57
0,1,0,1137,-245,1382,-217,-267,50,489.9310344827586,29,1,6,1408,0,29,86,1,850,-9
0,1,20,674,-797,1471,-250,-152,-98,331.68888888888887,45,1,8,1505,0,59,55,0,383,515
0,1,64,304,501,-197,-314,-57,-257,143.85714285714286,21,0,250,27,0,155,1,0,-13,219
0,1,24,702,-641,1343,-192,-217,25,315.6511627906977,43,1,20,1346,0,94,136,0,-1056,279
0,1,24,886,-1180,2066,-241,-237,-4,420.18367346938777,49,1,17,2072,0,64,61,0,-1237,825
0,1,0,1264,10,1254,-277,-617,340,267.0612244897959,49,0,0,1252,0,11,356,1,-1638,-385
1,1,61,270,198,72,-423,-428,5,74.325,40,0,93,142,1,42,125,0,-622,-561
1,1,62,333,524,-191,-360,-128,-232,85.28205128205128,39,0,243,26,0,188,28,0,-685,-887
0,1,0,1363,20,1343,-154,-658,504,320.1458333333333,48,0,23,1367,0,2,570,0,1045,-291
0,1,0,815,-563,1378,-254,-254,0,538.9230769230769,26,1,3,1384,0,12,25,1,552,246
1,1,0,1008,1162,-154,-289,-142,-147,64.14814814814815,27,0,172,15,0,77,11,0,693,846
1,1,0,590,1035,-445,-133,14,-147,172.21428571428572,28,0,455,2,0,93,13,0,275,719
0,1,0,844,-914,1758,-203,-161,-42,337.78846153846155,52,1,4,1763,0,67,88,0,537,598
0,1,0,988,623,365,-224,-658,434,448.4310344827586,58,0,1038,1417,1,4,446,1,634,263
0,1,24,268,-571,839,-584,-272,-312,289.6774193548387,31,1,31,829,0,260,6,0,-626,186
0,1,0,314,-92,406,-459,-406,-53,221.61111111111111,18,1,2,395,0,50,12,1,-6,-175
0,1,0,851,841,10,-201,-153,-48,71.5,4,0,2,21,0,30,10,1,628,613
0,1,0,1191,374,817,-182,-191,9,247.24242424242425,33,0,4,821,0,73,84,0,845,35
0,1,0,375,28,347,-397,-383,-14,156.22727272727272,22,0,4,347,0,21,14,1,-720,-373
0,1,0,891,1,890,-230,-274,44,484.36842105263156,19,0,10,892,0,12,66,1,-1272,-377
0,1,0,1515,600,915,-216,-150,-66,267.44117647058823,34,0,4,913,0,61,44,1,1177,268
0,1,0,477,-446,923,-184,-162,-22,262.18918918918916,37,1,21,939,0,154,139,0,211,145
0,1,3,485,-506,991,-93,-141,48,252.07142857142858,42,1,9,1014,0,146,196,0,173,222
0,1,0,974,663,311,-243,-260,17,247.84615384615384,13,0,2,328,0,13,30,1,662,353
0,1,0,318,158,160,-443,-415,-28,149.3,10,0,8,151,0,29,23,1,-651,-500
0,1,28,277,-344,621,-516,-480,-36,148.54347826086956,92,1,209,799,1,410,407,0,-631,-25
0,1,0,839,372,467,-77,-320,243,188.38709677419354,31,0,28,488,0,2,241,1,557,81
1,1,51,484,-468,952,-118,-136,18,237.8372093023256,43,1,18,970,0,145,161,0,192,177
1,1,58,1156,389,767,-255,-212,-43,223.35294117647058,34,0,6,774,0,68,25,0,864,106
0,1,0,1928,1368,560,-219,-245,26,288.7,20,0,14,579,0,7,35,1,1645,1079
0,1,30,421,-542,963,-184,-151,-33,272.75,36,1,4,965,0,89,60,0,138,212
0,1,27,250,-580,830,-511,-226,-285,267.9714285714286,35,1,8,850,0,270,5,0,-96,-928
0,1,0,38,-162,200,-664,-471,-193,64.09473684210526,95,1,121,257,1,372,209,1,-256,-163
0,1,0,1255,-983,2238,-229,-193,-36,376.3333333333333,60,1,3,2246,0,120,105,1,966,659
0,1,0,269,-730,999,-493,-255,-238,370.82758620689657,29,1,6,998,0,232,1,1,405,412
0,1,8,547,-539,1086,-58,-75,17,206.17543859649123,57,1,29,1091,0,112,187,0,710,183
0,1,0,1424,-266,1690,-254,-505,251,334.8679245283019,53,1,17,1740,0,41,324,0,1079,459
0,1,22,502,-543,1045,-170,-101,-69,280.05263157894734,38,1,8,1068,0,117,62,0,162,705
0,1,3,882,-505,1387,-203,-178,-25,282.77966101694915,59,1,149,1528,0,58,44,0,1032,185
0,1,0,920,339,581,-223,-343,120,342.3888888888889,18,0,12,587,0,10,132,1,644,63
0,1,0,945,304,641,-209,-407,198,287.48979591836735,49,0,378,1022,1,4,203,1,664,23
0,1,0,334,-266,600,-513,-704,191,338.63157894736844,19,1,13,614,0,8,219,1,-48,461
0,1,0,269,-110,379,-569,-743,174,273.29411764705884,17,1,17,413,0,25,214,1,-80,279
0,1,0,454,-491,945,-130,-116,-14,198.18867924528303,53,1,41,982,0,147,175,0,162,196
0,1,61,519,-476,995,-160,-132,-28,257.0,39,1,31,1009,0,100,89,0,213,190
0,1,6,1173,720,453,-228,-158,-70,156.0,31,0,12,467,0,53,0,0,857,406
0,1,0,858,318,540,-157,-275,118,286.57142857142856,21,0,20,553,0,8,125,1,-579,-38
0,1,6,499,-572,1071,-186,1,-187,250.0222222222222,45,1,23,1090,0,79,57,0,163,269
0,1,17,241,-295,536,-477,-524,47,183.5,34,1,37,586,0,81,130,0,-78,436
1,1,11,1434,1134,300,-135,-90,-45,112.96428571428571,28,0,1,296,0,76,45,0,1598,1301
1,1,13,1111,1417,-306,-77,-153,76,118.78571428571429,28,0,323,10,0,2,87,0,1275,1584
0,1,0,3,-158,161,-500,-488,-12,147.1818181818182,11,1,0,161,0,9,1,1,-288,-127
0,1,0,8,-188,196,-480,-469,-11,182.8181818181818,11,1,4,196,0,4,1,1,-272,-76
0,1,0,700,-58,758,-238,-256,18,466.11764705882354,17,1,2,777,0,2,143,1,397,-208
0,1,7,385,400,-15,-245,-199,-46,162.62222222222223,45,0,373,364,1,62,28,0,117,126
1,1,0,529,699,-170,-165,-45,-120,68.3125,32,0,163,3,0,118,70,0,238,417
1,1,18,5,-1573,1578,-728,-136,-592,307.33962264150944,53,1,2,1574,0,541,15,0,-286,1257
1,1,28,1442,899,543,-155,-81,-74,141.725,40,0,13,565,0,42,42,0,1135,583
1,1,32,429,1279,-850,-110,-122,12,225.56410256410257,39,0,862,6,0,49,132,0,138,997
1,1,0,686,2178,-1492,-121,-55,-66,337.22727272727275,44,0,1500,6,0,31,36,0,395,1896
0,1,0,679,350,329,-230,-336,106,187.6086956521739,23,0,47,384,0,6,118,1,369,37
0,1,0,1286,670,616,-250,-260,10,221.0,27,0,1,613,0,30,49,1,1000,383
0,1,0,868,-687,1555,-242,-209,-33,431.6388888888889,36,1,2,1557,0,56,30,1,557,385
0,1,28,228,890,-662,-452,-228,-224,217.21212121212122,33,0,669,10,0,214,11,0,-90,576
0,1,3,767,-634,1401,-276,-294,18,280.61538461538464,52,1,10,1410,0,90,105,0,476,344
0,1,1,2,201,-199,-705,-474,-231,115.54545454545455,22,0,198,0,0,180,0,1,-280,-111
0,1,3,673,-444,1117,-216,-212,-4,253.2888888888889,45,1,24,1151,0,79,89,0,363,134
0,1,0,776,290,486,-195,-275,80,257.80645161290323,31,0,155,645,1,22,112,1,468,-18
0,1,21,329,1917,-1588,-349,-200,-149,333.5416666666667,48,0,1589,3,0,128,3,0,40,1625
0,1,0,461,612,-151,-228,-272,44,191.8421052631579,38,0,438,287,1,50,96,1,156,308
0,1,0,866,639,227,-159,-197,38,136.0,16,0,12,211,0,2,59,1,557,360
0,1,0,251,486,-235,-497,-545,48,190.23076923076923,13,0,263,22,0,2,69,1,-39,195
0,1,17,18,199,-181,-739,-394,-345,99.95,60,0,338,157,1,363,68,0,-301,-109
0,1,39,1491,1336,155,-154,-92,-62,71.0,31,0,39,175,1,78,61,0,1197,1031
0,1,0,776,618,158,-198,-269,71,161.58333333333334,12,0,4,176,0,16,93,1,490,328
0,1,21,18,600,-582,-486,-199,-287,230.53333333333333,30,0,628,34,0,296,19,0,-289,297
0,1,0,1019,-285,1304,-226,-335,109,337.55263157894734,76,1,613,1914,1,84,201,1,718,-28
0,1,0,257,-2173,2430,-506,-182,-324,397.741935483871,62,1,3,2426,0,305,3,1,-25,1896
0,1,2,1411,734,677,-71,-26,-45,141.22916666666666,48,0,10,696,0,69,45,0,1120,440
0,1,0,865,683,182,-225,-256,31,148.46153846153845,13,0,10,182,0,2,45,1,545,366
0,1,0,291,-1745,2036,-491,-292,-199,461.6,45,1,3,2035,0,216,22,1,10,1435
0,1,39,936,-853,1789,-270,-182,-88,324.3818181818182,55,1,14,1817,0,114,48,0,661,567
0,1,0,726,562,164,-243,-273,30,100.75,16,0,3,166,0,11,49,0,454,288
0,1,25,1006,-1391,2397,-249,-204,-45,386.5,62,1,6,2402,0,86,61,0,694,1071
0,1,1,1336,420,916,-178,-179,1,149.98461538461538,65,0,82,987,0,102,107,0,1039,120
0,1,0,1247,806,441,-189,-291,102,346.15384615384613,13,0,4,459,0,6,105,1,934,496
0,1,0,1028,31,997,-204,-583,379,331.2093023255814,43,0,152,1144,0,6,397,1,742,-259
0,1,0,1348,885,463,-192,-220,28,242.8421052631579,19,0,22,455,0,24,34,1,1035,597
0,1,0,1467,-363,1830,-170,-271,101,486.7631578947368,38,1,4,1838,0,46,164,1,1200,76
0,1,0,770,-1218,1988,-227,-243,16,292.231884057971,69,1,0,1985,0,114,132,1,470,935
0,1,0,1336,454,882,-173,-165,-8,221.475,40,0,0,881,0,45,58,1,1044,162
0,1,18,1161,246,915,-283,-437,154,171.91549295774647,71,0,131,1029,0,53,228,0,860,-42
0,1,14,719,-1286,2005,-193,-182,-11,306.1384615384615,65,1,0,1979,0,134,147,0,436,945
0,1,0,983,-1077,2060,-284,-211,-73,356.3965517241379,58,1,6,2062,0,135,57,1,649,770
0,1,0,895,-385,1280,208,36,172,386.8888888888889,36,1,42,1321,0,54,96,1,567,123
0,1,0,242,203,39,-510,-503,-7,207.2,85,0,807,853,1,230,241,0,-28,-70
0,1,0,688,481,207,-241,-294,53,219.37037037037038,27,0,183,404,1,20,81,1,368,151
0,1,10,752,-922,1674,-250,-169,-81,314.1132075471698,53,1,4,1668,0,93,18,0,461,633
0,1,0,1287,851,436,-229,-242,13,281.6666666666667,15,0,2,439,0,12,39,1,997,565
0,1,0,1347,600,747,-207,-207,0,280.55555555555554,27,0,5,749,0,20,33,1,1046,298
0,1,0,1093,772,321,-185,-193,8,102.46153846153847,39,0,47,366,0,43,68,0,813,498
0,1,0,468,-476,944,-242,-236,-6,443.0,22,1,0,944,0,13,17,1,142,217
0,1,0,776,-1495,2271,-203,-311,108,431.33962264150944,53,1,2,2269,0,52,163,1,482,1194
0,1,0,236,-307,543,-464,-453,-11,214.76923076923077,26,1,0,538,0,85,68,1,-65,5
0,1,0,744,-1405,2149,-200,-332,132,408.9811320754717,53,1,6,2155,0,20,137,1,476,1104
0,1,6,709,413,296,-195,-325,130,163.65,20,0,21,313,0,5,148,0,392,96
0,1,0,649,-403,1052,-271,-196,-75,313.29411764705884,34,1,5,1054,0,100,34,1,344,140
0,1,0,727,776,-49,-262,-325,63,121.04,25,0,161,99,1,41,109,1,405,457
0,1,0,794,-584,1378,-152,85,-237,309.60869565217394,46,1,4,1401,0,25,194,1,512,290
0,1,0,340,-657,997,-291,-214,-77,264.9230769230769,39,1,0,999,0,65,41,1,45,334
0,1,0,252,-572,824,-477,-37,-440,252.88235294117646,34,1,2,813,0,330,0,0,-14,225
0,1,0,455,148,307,-190,-159,-31,263.5,12,0,4,311,0,2,77,1,189,-101
0,1,0,234,-747,981,-610,-505,-105,430.1666666666667,24,1,8,1008,0,8,0,1,-39,446
0,1,0,543,-234,777,-236,-311,75,385.5238095238095,21,1,20,802,0,10,78,1,279,-75
0,1,0,3,185,-182,-460,-468,8,124.35714285714286,14,0,182,22,0,26,38,1,-297,-140
0,1,14,679,-526,1205,-238,-219,-19,253.6326530612245,49,1,10,1221,0,123,106,0,396,221
0,1,41,603,-470,1073,-266,-182,-84,246.6590909090909,44,1,11,1072,0,100,37,0,312,166
0,1,0,1086,756,330,-251,-280,29,296.72727272727275,11,0,6,339,0,27,73,1,773,452
0,1,0,720,-439,1159,-239,-222,-17,276.95238095238096,42,1,2,1164,0,73,68,1,440,130
0,1,8,545,-328,873,-216,-153,-63,273.5625,32,1,10,874,0,89,31,0,279,91
0,1,33,179,-478,657,-274,-118,-156,320.2857142857143,21,1,2,655,0,99,19,0,-127,171
0,1,39,1025,895,130,-31,-58,27,79.8125,16,0,28,138,1,16,39,0,725,596
0,1,0,1125,519,606,-206,-362,156,375.11764705882354,17,0,23,607,0,16,159,1,825,220
0,1,0,181,-501,682,-498,-228,-270,247.96875,32,1,18,702,0,267,4,1,-108,218
0,1,46,586,-510,1096,-246,-172,-74,262.85714285714283,42,1,2,1112,0,129,73,0,299,206
0,1,2,1092,537,555,-247,-246,-1,200.5185185185185,27,0,2,549,0,27,27,0,759,204
0,1,9,1047,-785,1832,-160,-179,19,394.40425531914894,47,1,9,1839,0,88,111,0,748,483
0,1,59,664,-498,1162,-239,-157,-82,317.3421052631579,38,1,16,1181,0,122,53,0,383,183
0,1,35,99,1337,-1238,-680,-167,-513,370.4871794871795,39,0,1244,10,0,504,5,0,-201,1038
0,1,0,445,355,90,-195,-253,58,161.0,24,0,147,238,1,27,98,1,158,56
0,1,0,219,-463,682,-432,-154,-278,259.73333333333335,30,1,11,698,0,281,8,0,-68,153
