,Unnamed: 0,player_mlb_id,playerID_LAHMAN,birthYear,birthMonth,birthDay,birthCountry,weight,height,bats,throws,debut,birthDate,year,years_after_debut,total_pa,total_bf,base_ended_inn,field_p,field_c,field_1b,field_2b,field_3b,field_ss,field_lf,field_cf,field_rf,batter_strikeout,pitcher_strikeout,batter_caught_stealing_3b,pitcher_caught_stealing_3b,batter_field_out,pitcher_field_out,batter_walk,pitcher_walk,batter_force_out,pitcher_force_out,batter_sac_fly,pitcher_sac_fly,batter_single,pitcher_single,batter_hit_by_pitch,pitcher_hit_by_pitch,batter_double,pitcher_double,batter_grounded_into_double_play,pitcher_grounded_into_double_play,batter_sac_bunt,pitcher_sac_bunt,batter_home_run,pitcher_home_run,batter_fielders_choice,pitcher_fielders_choice,batter_field_error,pitcher_field_error,batter_other_out,pitcher_other_out,batter_caught_stealing_2b,pitcher_caught_stealing_2b,batter_triple,pitcher_triple,batter_strikeout_double_play,pitcher_strikeout_double_play,batter_fielders_choice_out,pitcher_fielders_choice_out,batter_double_play,pitcher_double_play,batter_sac_fly_double_play,pitcher_sac_fly_double_play,batter_catcher_interf,pitcher_catcher_interf,batter_pickoff_caught_stealing_2b,pitcher_pickoff_caught_stealing_2b,batter_pickoff_2b,pitcher_pickoff_2b,batter_pickoff_caught_stealing_3b,pitcher_pickoff_caught_stealing_3b,batter_triple_play,pitcher_triple_play,batter_pickoff_1b,pitcher_pickoff_1b,batter_sac_bunt_double_play,pitcher_sac_bunt_double_play,batter_wild_pitch,pitcher_wild_pitch,batter_game_advisory,pitcher_game_advisory,batter_caught_stealing_home,pitcher_caught_stealing_home,batter_pickoff_3b,pitcher_pickoff_3b,batter_stolen_base_2b,pitcher_stolen_base_2b,batter_passed_ball,pitcher_passed_ball,batter_pickoff_caught_stealing_home,pitcher_pickoff_caught_stealing_home,batter_pickoff_error_3b,pitcher_pickoff_error_3b,batter_stolen_base_3b,pitcher_stolen_base_3b,batter_line_drive,pitcher_line_drive,batter_fly_ball,pitcher_fly_ball,batter_ground_ball,pitcher_ground_ball,batter_popup,pitcher_popup,hits,elig_pa,avg,tb,slg,obp,ops,woba,babip,k_rate,bb_rate,hr_rate,iso,xbh,rc,pa_per_k,pa_per_bb,positions_played,pitcher_hits_allowed,era_proxy,whip_proxy,baa,gb_rate,fb_rate,k_bb_ratio,avg_bf_per_outing,total_runs,fielding_att,mean_ba_on_field_att,errors,mean_ba_on_errors,field_pct,earned_runs,outs_recorded,inherited_runners,innings_pitched,ERA,primary_position
806,806,037158ce34a79cee4dd9ddafd4c7b8ca90327429,a54f2347a1534727742911213501c1b93c57067e,1991,8,13,USA,216,74,R,R,4/28/2014,8/13/1991,2021,7,545,0,2,0,0,0,0,0,0,0,3109,1368,114,0,0,0,239,0,27,0,11,0,3,0,75,0,3,0,25,0,17,0,0,0,22,0,3,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,118,0,159,0,44,0,123,515,0.2388349514563106,216,0.4194174757281553,0.2807339449541284,0.7001514206822839,0.3066238532110092,0.1961165048543689,,,,0.1805825242718446,48,62.9126213592233,4.517543859649122,19.074074074074076,2,0,,,,,,,,85.0,435.0,0.4084157043879907,,,,0.0,,0.0,0.0,0.0,cf
807,807,992f85aa9a76489408ec60f6b43b6db700ac3ae7,8b6947419ba5b4ea56e6ef0e6e5d97826e27c4a9,1988,1,28,USA,230,77,R,R,6/24/2012,1/28/1988,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
808,808,80ae6c64038930f2ede353709570de4a458d7d0a,9e855e06a5fd069a440c5cd21434d7fb6e024365,1976,11,11,USA,235,77,R,R,5/11/2000,11/11/1976,2021,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
809,809,ec9b166b2c5d5a26bf267fd8fa8f164b123eefc2,cd86e337c412fb101516383c0f4a9d418a363ecc,1988,8,16,USA,210,75,R,R,6/16/2012,8/16/1988,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
810,810,674d8bf718327b8290f85890e3db039ea758349c,f1410a73aeaaacab6bf01b335cf66280b05abb1c,1996,11,1,USA,224,71,L,L,8/1/2019,11/1/1996,2021,2,528,0,0,0,0,0,0,0,0,0,4465,0,117,0,0,0,208,0,52,0,10,0,4,0,66,0,6,0,28,0,10,0,1,0,15,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,81,0,146,0,29,0,112,471,0.2377919320594479,191,0.40552016985138,0.3219696969696969,0.727489866821077,0.3235984848484848,0.2059447983014862,,,,0.167728237791932,46,66.50530785562633,4.0256410256410255,9.057692307692308,1,0,,,,,,,,65.0,502.0,0.4280796812749003,1.0,0.114,0.99800796812749,0.0,,0.0,0.0,0.0,cf
811,811,e423014380b814100b4b3c96c21a61a98c149397,4fe6950f4a85ee2da64cb7bbfbec095d6b8d4351,2001,1,5,USA,210,75,R,R,8/10/2022,1/5/2001,2021,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
812,812,de427086b47b72bbe20ac7c59425505a2bb81e79,e210680c902cd2a313ed11a1f3e984621a127af9,1999,11,10,USA,200,75,R,R,9/13/2022,11/10/1999,2021,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
813,813,b8ef1de941498a52fd463411f09b22dfe580d92f,928795132caaecfe2d96c32c7c2d31f7f9680b68,1989,9,16,USA,209,72,B,L,4/24/2013,9/16/1989,2021,8,670,0,0,0,0,0,0,0,0,2907,0,2545,154,0,0,0,245,0,95,0,8,0,6,0,84,0,8,0,23,0,8,0,2,0,23,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,147,0,123,0,30,0,133,567,0.2345679012345679,231,0.4074074074074074,0.3522388059701492,0.7596462133775566,0.340955223880597,0.1940035273368606,,,,0.1728395061728395,49,92.88888888888889,3.6818181818181817,5.968421052631579,2,0,,,,,,,,67.0,565.0,0.3907256637168141,,,,0.0,,0.0,0.0,0.0,lf
814,814,42468fe2d96ec77dfcb6bf806714163e1bea485d,4f33a58ff370dca2b87179a5406b1a5f864b3ddb,1993,2,17,USA,195,74,R,R,8/2/2019,2/17/1993,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
815,815,a3be350a00d09dd1e888270c99f348fbfa8d9fcc,b6a19b57edcbb9daf0843072f2546b04cbfe6184,1996,12,18,USA,200,75,R,R,5/15/2022,12/18/1996,2021,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
816,816,9648329a49b714bd0f3244f62614b37d0b09c0df,c43b8327ee8d9e2d0c97d06c6d287b5f7c2c01de,1996,2,17,D.R.,240,71,R,R,9/22/2019,2/17/1996,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
817,817,f5335def845131c014433ac734abe2b2aa562225,88521dccc962c7e40ed223be1687f1b7ec58b681,1993,7,18,USA,200,76,R,R,8/23/2016,7/18/1993,2021,5,6,119,0,119,0,0,0,0,0,0,0,0,4,17,0,0,1,54,1,7,0,5,0,0,0,18,0,2,0,6,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,1,45,0,5,0,5,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0.1149999999999999,0.0,0.1428571428571428,0.0588235294117647,0.0252100840336134,0.0,0,0.0,1.25,5.0,1,27,0.0252100840336134,0.2857142857142857,0.226890756302521,0.4957983193277311,0.0504201680672268,2.4285714285714284,4.764705882352941,0.0,9.0,0.2256666666666666,,,,14.0,79.0,329.0,26.33333333333333,4.784810126582279,p
818,818,f65b30a7b0a26d5e62cde5c438478e96a3cb6ab6,25a3588ea84158318cf4ecdb7755dbb17d2a492f,1992,3,16,D.R.,205,76,L,L,5/31/2017,3/16/1992,2021,4,0,65,0,65,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,5,0,1,0,4,0,14,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,11,0,20,0,3,0,0,,0,,,,,,0.0769230769230769,0.0769230769230769,0.0153846153846153,,0,,,,1,19,0.0153846153846153,0.3692307692307692,0.2923076923076923,0.4461538461538462,0.123076923076923,1.0,3.8615384615384616,,1.0,0.251,,,,10.0,37.0,179.0,12.333333333333334,7.297297297297297,p
819,819,d87ce4b011fa79fc87be77cb2eca6219e6a22f7e,6c8f9b4f7d8c3ac50981015deb2e77a52866ff43,1995,12,29,USA,194,71,L,L,8/4/2021,12/29/1995,2021,0,0,102,0,102,0,0,0,0,0,0,0,0,0,15,0,0,0,35,0,9,0,5,0,0,0,21,0,2,0,8,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,38,0,4,0,0,,0,,,,,,0.1470588235294117,0.088235294117647,0.0098039215686274,,0,,,,1,31,0.0098039215686274,0.392156862745098,0.3039215686274509,0.392156862745098,0.088235294117647,1.6666666666666667,4.852941176470588,,3.0,0.2056666666666666,,,,19.0,59.0,327.0,19.666666666666668,8.694915254237287,p
820,820,b77e17dbf5945c9361b962a49636e83033bb97d8,12fa2fca691bc48e097f3aeb770372c85868992f,1989,4,17,Venezuela,245,77,R,R,6/27/2015,4/17/1989,2021,6,0,269,0,269,0,0,0,0,0,0,0,0,0,62,0,0,0,118,0,20,0,3,0,1,0,35,0,4,0,10,0,6,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,59,0,65,0,25,0,0,,0,,,,,,0.2304832713754646,0.0743494423791821,0.0297397769516728,,0,,,,1,53,0.0297397769516728,0.2713754646840148,0.1970260223048327,0.449814126394052,0.0408921933085501,3.1,3.513011152416357,,5.0,0.1588,,,,28.0,190.0,576.0,63.333333333333336,3.978947368421053,p
821,821,3bc4b2a7b8a46b66bd1856c7419ed0f7016499c5,ed687a6bc54973803d005271337204f97b843e9e,1985,10,31,USA,215,73,R,R,5/15/2011,10/31/1985,2021,10,1,37,0,37,0,0,0,0,0,0,0,0,1,4,0,0,0,10,0,3,0,0,0,1,0,7,0,3,0,2,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,9,0,3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1081081081081081,0.081081081081081,0.081081081081081,0.0,0,0.0,1.0,inf,1,12,0.081081081081081,0.4054054054054054,0.3243243243243243,0.2702702702702703,0.081081081081081,1.3333333333333333,3.918918918918919,0.0,1.0,0.186,,,,13.0,16.0,179.0,5.333333333333333,21.9375,p
822,822,5f42316eee010ae69049cb2bddb26933e60482c3,3918ec7bca51653379a5766b1a88ecf4ea6471c9,1995,9,25,Panama,185,72,L,R,5/4/2018,9/25/1995,2021,3,0,18,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,1,0,0,,0,,,,,,0.1666666666666666,0.1111111111111111,0.0,,0,,,,1,4,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0555555555555555,1.5,2.7777777777777777,,,,,,,1.0,11.0,57.0,3.6666666666666665,2.4545454545454546,p
823,823,a41c10001c469496dcdfac999a14c380af44bb1b,44af41982e1cfb57e46e1871a4bca2e33039b368,1985,1,16,Venezuela,235,72,R,R,6/12/2015,1/16/1985,2021,6,2,306,0,306,0,0,0,0,0,0,0,0,1,61,0,0,1,107,0,45,0,9,0,2,0,49,0,3,0,12,0,9,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,44,1,96,0,16,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1993464052287581,0.1470588235294117,0.0196078431372549,0.0,0,0.0,2.0,inf,1,67,0.0196078431372549,0.3660130718954248,0.218954248366013,0.3790849673202614,0.0457516339869281,1.3555555555555556,4.980392156862745,0.0,11.0,0.1856363636363636,,,,45.0,186.0,942.0,62.0,6.532258064516129,p
824,824,9fd57bc19f533e45a4da215440f04b7e673c3a9e,b22ab90fa1a0ed75e1093dd14b3701cc9869e794,1992,12,1,USA,225,75,R,R,9/1/2018,12/1/1992,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
825,825,d4d2843be8884713e49ec5053168de0bd7205b1c,f39bdd0b18dc19dde344a5116dfa5beef344fe3d,1999,3,16,CAN,240,74,R,R,4/26/2019,3/16/1999,2021,2,693,0,0,0,0,4827,0,7,0,0,0,0,108,0,0,0,269,0,79,0,7,0,2,0,110,0,6,0,29,0,20,0,0,0,48,0,3,0,3,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,125,0,226,0,24,0,188,612,0.3071895424836601,363,0.5931372549019608,0.3939393939393939,0.9870766488413548,0.4270995670995671,0.2287581699346405,,,,0.2859477124183006,78,158.36764705882354,5.666666666666667,7.746835443037975,2,0,,,,,,,,112.0,232.0,0.1579567099567099,4.0,0.17275,0.9827586206896552,0.0,,0.0,0.0,0.0,1b
826,826,79ae84f001d7d14f78615e97cb3785e112caae49,4e789a5fcb256c3ffe4012338f51e36feb4f9028,1994,9,27,Venezuela,209,69,L,R,5/11/2018,9/27/1994,2021,3,154,7,0,7,0,0,466,656,271,0,0,0,23,0,0,0,66,3,21,1,3,0,0,0,31,2,0,0,3,1,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,24,1,57,1,1,0,35,132,0.2651515151515151,41,0.3106060606060606,0.3636363636363636,0.6742424242424243,0.3116233766233766,0.2575757575757575,0.0,0.1428571428571428,0.0,0.0454545454545454,4,17.393939393939394,5.739130434782608,6.285714285714286,4,3,0.0,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.0,4.0,5.0,92.0,0.2179782608695652,1.0,0.131,0.9891304347826086,2.0,3.0,18.0,1.0,18.0,3b
827,827,b812fa84e70a86ac89f63c1f869461d6c9c263ef,f3218659204d9153154dc4324f5c9c13aec0f5f3,1987,7,27,USA,200,74,R,R,7/10/2013,7/27/1987,2021,8,0,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,,0,,,,,,0.1428571428571428,0.0,0.1428571428571428,,0,,,,1,2,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,inf,2.2857142857142856,,,,,,,1.0,5.0,0.0,1.6666666666666667,5.4,p
828,828,c8b8e46574fffccda44a32f224eb16ca80c90ff5,93c1fe4f0e7206299cf7bec260c6d2f2c7d0d5d4,1988,1,10,USA,170,72,L,L,8/29/2015,1/10/1988,2021,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
829,829,f3c630ebe41ac25d09598aa8d2038cccc4868f93,69704cb5fe7f8e1fcd3fdde26c4af1f600e135a9,1993,10,10,Cuba,215,76,R,R,4/20/2018,10/10/1993,2021,3,541,0,0,0,0,283,0,0,0,3983,0,0,102,0,0,0,230,0,31,0,13,0,6,0,87,0,2,0,28,0,8,0,1,0,21,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,102,0,184,0,20,0,138,503,0.2743538767395626,233,0.4632206759443339,0.3160813308687615,0.7793020068130956,0.3385582255083179,0.2326043737574552,,,,0.1888667992047713,51,78.28429423459245,4.931372549019608,16.225806451612904,2,0,,,,,,,,88.0,434.0,0.4232116279069767,1.0,0.02,0.9976958525345622,0.0,,0.0,0.0,0.0,lf
830,830,0867cdc89466ca1651ec177e322cb5b045126a49,2aff792d519b32cf9d587df1784f91a48a222286,1992,10,12,D.R.,220,75,R,R,8/11/2016,10/12/1992,2021,5,2,78,0,78,0,0,0,0,0,0,0,0,2,13,0,0,0,34,0,3,0,1,0,3,0,12,0,4,0,1,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,26,0,1,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0384615384615384,0.0256410256410256,0.0,0,0.0,1.0,inf,1,15,0.0256410256410256,0.2307692307692307,0.1923076923076923,0.4487179487179487,0.0512820512820512,4.333333333333333,3.9871794871794872,0.0,1.0,0.1,,,,8.0,50.0,253.0,16.666666666666668,4.319999999999999,p
831,831,c923587da95363dff1098612bddbfc4d25b6204d,bd6df68d7218171e376314eb2fb016d1ba3e2719,1995,12,23,USA,160,71,R,R,9/6/2022,12/23/1995,2021,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
832,832,dcbfe6e126d64d1906a8cfc028c83590d63c856a,c375f05cbab7cffe413095d5b9c4e144cfbf3e80,1979,4,8,USA,205,73,R,R,8/28/2004,4/8/1979,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
833,833,eafcbecf1339290bcadf993b9701ad912ca405ea,06bbf455feaae30a2d423cb231e8160051835be4,1983,2,21,Venezuela,200,74,R,R,8/31/2005,2/21/1983,2021,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
834,834,03a331b503c0497a3d4cfacd5742d34739d29080,8e1bffd22fcbba71c68341468c8bf9c677096182,1994,8,28,D.R.,215,74,R,R,4/27/2019,8/28/1994,2021,2,297,0,0,0,0,6,4,2921,0,0,0,0,76,0,0,0,115,0,19,0,8,0,0,0,49,0,4,0,8,0,4,0,0,0,3,0,0,0,4,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,25,0,118,0,10,0,63,278,0.2266187050359712,86,0.3093525179856115,0.2895622895622896,0.5989148075479012,0.2724579124579124,0.2158273381294964,,,,0.0827338129496403,14,25.366906474820144,3.657894736842105,14.63157894736842,3,0,,,,,,,,21.0,231.0,0.1761043478260869,11.0,0.1121818181818181,0.9523809523809524,0.0,,0.0,0.0,0.0,3b
835,835,1df963b3d540d35badcbf3958f021f4c840da4c5,016270d84e781f13031b8557eab45a7caf4ce71d,1995,9,18,Cuba,190,73,R,R,5/28/2021,9/18/1995,2021,0,42,496,0,496,0,0,0,0,0,0,0,0,14,88,0,0,15,210,2,46,1,9,0,4,3,67,0,4,0,26,0,7,7,4,0,20,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,104,21,160,2,24,3,33,0.0909090909090909,3,0.0909090909090909,0.119047619047619,0.2099567099567099,0.0964285714285714,0.0909090909090909,0.1774193548387097,0.0927419354838709,0.0403225806451612,0.0,0,0.4545454545454545,2.357142857142857,16.5,1,115,0.0403225806451612,0.3245967741935484,0.2318548387096774,0.4415322580645161,0.064516129032258,1.9130434782608696,12.125,1.0,14.0,0.2006923076923077,1.0,0.22,0.9285714285714286,53.0,321.0,947.0,107.0,4.457943925233645,p
836,836,66d8e61642c8e32f2ac7ff27b47cedf7af975aa7,d3947961b29e49fa5ffecf418412af795e8d4c81,1986,1,28,USA,210,74,R,R,5/6/2011,1/28/1986,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
